owner,nftmint
A9DsyEuQP5J4fizYuWXKwgGebThNkFm9NEXFzBbeaEdr,radzQY3YSqzCHQGnYxvveVxF8vGm4sBBmWmq3sDBVhT
B8pvhBcevfRZ7VqapvMWiGTmGASqYQh8E1G6hvUYXZfm,radtqSvpdZvHaE2UYe4sTSw4FHK3vfpxP7zqU6KwRZu
3U1kmVZknXX1Y6x6Yk4Mii3a5EL6iUbbw5x32M1z3P5q,radcF7oag9pXL5oW8bTj1HpMwH416r3KN7i2bRAQQZB
85cJiH5AFSper6vMHjA1Wi2NeMYAbqr975ewA1AMauPp,radT4rLs4p17ZdTebeCmTU2NzKTJfTKhrZ8GVGZUUmF
9ihrfYC7tCcgpMPx1qa996z6hgU5CfkqmKVYVbrcYQxp,radNixdyJCiVc91xxdqvs9nA4ozJQQJkYjkvc686gY6
Ek5LK2L9XRtpcLcrLEjLkrgGRJW6ZeWw8dgFtrXJfo4b,rad8BjWpFwLnt6616hPyci9ptv1r9REQfSDirT33nJ8
r3BVLG9ga1jBZT93jxtmUJGdAnuQxhuS5iL6u9Lhbc8,rad1pVe6KqsJUECVxR5j9GnFCYDdRm52eJYr3ku1AZu
